workingLocations,job_major,January,February,March,April_Prediction,April_Model_Prediction
An Giang,Bảo hiểm,0.0,1.0,0.0,1,1
An Giang,Bất Động Sản/Cho thuê,2.0,0.0,0.0,2,2
An Giang,Dược phẩm,1.0,0.0,0.0,2,2
An Giang,Dệt may/May mặc/Giày dép,2.0,0.0,0.0,2,2
An Giang,Ngân hàng,1.0,0.0,0.0,1,1
An Giang,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,1.0,0.0,0.0,1,1
Bà Rịa-Vũng Tàu,Bán lẻ/Bán sỉ,2.0,2.0,0.0,2,2
Bà Rịa-Vũng Tàu,Bảo hiểm,0.0,0.0,2.0,2,2
Bà Rịa-Vũng Tàu,Bất Động Sản/Cho thuê,4.0,0.0,6.0,5,6
Bà Rịa-Vũng Tàu,Cơ khí/Máy móc/Thiết bị công nghiệp,4.0,0.0,4.0,5,5
Bà Rịa-Vũng Tàu,Dệt may/May mặc/Giày dép,6.0,0.0,0.0,5,5
Bà Rịa-Vũng Tàu,Dịch vụ Y tế/Chăm sóc sức khỏe,2.0,0.0,0.0,3,3
Bà Rịa-Vũng Tàu,Dịch vụ kho bãi,2.0,0.0,0.0,3,3
Bà Rịa-Vũng Tàu,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,2.0,0.0,2.0,2,2
Bà Rịa-Vũng Tàu,Dịch vụ môi trường/Chất thải,0.0,2.0,2.0,3,3
Bà Rịa-Vũng Tàu,Giáo dục/Đào Tạo,10.0,0.0,0.0,16,14
Bà Rịa-Vũng Tàu,Hoá chất/Hoá sinh,8.0,0.0,0.0,10,10
Bà Rịa-Vũng Tàu,Hàng tiêu dùng,22.0,0.0,6.0,26,27
Bà Rịa-Vũng Tàu,Hậu cần/Giao nhận,2.0,0.0,12.0,19,19
Bà Rịa-Vũng Tàu,Hệ thống CNTT & Thiết bị,4.0,0.0,0.0,6,6
Bà Rịa-Vũng Tàu,Khai khoáng/Dầu khí,6.0,0.0,0.0,5,6
Bà Rịa-Vũng Tàu,Kỹ thuật xây dựng/Cơ sở hạ tầng,28.0,0.0,0.0,45,40
Bà Rịa-Vũng Tàu,Ngân hàng,10.0,0.0,2.0,12,13
Bà Rịa-Vũng Tàu,Nhựa & Cao su,4.0,0.0,0.0,3,5
Bà Rịa-Vũng Tàu,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,0.0,2.0,2,2
Bà Rịa-Vũng Tàu,Nội thất/Gỗ,4.0,0.0,0.0,5,5
Bà Rịa-Vũng Tàu,Sản xuất,46.0,8.0,12.0,55,53
Bà Rịa-Vũng Tàu,Sản xuất và Phân phối Điện/Khí đốt/Nước,4.0,0.0,0.0,5,5
Bà Rịa-Vũng Tàu,Tự động hoá,8.0,0.0,0.0,13,12
Bà Rịa-Vũng Tàu,Ô tô,4.0,0.0,0.0,5,5
Bà Rịa-Vũng Tàu,Điện/Điện tử,0.0,8.0,2.0,10,10
Bình Dương,Bao bì/In ấn/Dán nhãn,4.0,1.0,0.0,3,4
Bình Dương,Bán lẻ/Bán sỉ,4.0,2.0,3.0,5,5
Bình Dương,Bảo hiểm,0.0,1.0,0.0,1,1
Bình Dương,Bất Động Sản/Cho thuê,3.0,1.0,4.0,4,4
Bình Dương,Chuỗi cung ứng,1.0,0.0,1.0,2,2
Bình Dương,Cơ khí/Máy móc/Thiết bị công nghiệp,11.0,1.0,7.0,13,14
Bình Dương,Dược phẩm,6.0,0.0,2.0,10,9
Bình Dương,Dệt may/May mặc/Giày dép,3.0,1.0,2.0,2,2
Bình Dương,Dịch vụ Y tế/Chăm sóc sức khỏe,3.0,0.0,1.0,5,5
Bình Dương,Dịch vụ kho bãi,0.0,0.0,2.0,3,3
Bình Dương,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,2.0,0.0,0.0,2,2
Bình Dương,Dịch vụ môi trường/Chất thải,0.0,0.0,3.0,5,5
Bình Dương,Giáo dục/Đào Tạo,1.0,0.0,3.0,5,4
Bình Dương,Hoá chất/Hoá sinh,7.0,1.0,3.0,8,9
Bình Dương,Hàng tiêu dùng,12.0,2.0,7.0,14,14
Bình Dương,Hậu cần/Giao nhận,4.0,2.0,3.0,6,6
Bình Dương,Khai khoáng/Dầu khí,1.0,0.0,0.0,1,1
Bình Dương,Kiến trúc/Thiết kế nội thất,3.0,3.0,3.0,4,4
Bình Dương,Kế toán/Kiểm toán,2.0,0.0,0.0,2,2
Bình Dương,Kỹ thuật xây dựng/Cơ sở hạ tầng,5.0,4.0,2.0,8,7
Bình Dương,Luật/Dịch vụ pháp lý,0.0,0.0,1.0,1,1
Bình Dương,Ngân hàng,3.0,1.0,4.0,5,5
Bình Dương,Nhập khẩu/Xuất khẩu,2.0,3.0,0.0,3,3
Bình Dương,Nhựa & Cao su,2.0,0.0,2.0,2,2
Bình Dương,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,12.0,3.0,1.0,14,14
Bình Dương,Nội thất/Gỗ,16.0,9.0,2.0,19,17
Bình Dương,Phần Mềm CNTT/Dịch vụ Phần mềm,2.0,0.0,0.0,3,3
Bình Dương,Sản xuất,61.0,17.0,42.0,73,74
Bình Dương,Thương mại điện tử,0.0,0.0,1.0,2,2
Bình Dương,Thời trang/Trang sức,1.0,0.0,0.0,1,1
Bình Dương,Tài Chính,0.0,0.0,1.0,2,2
Bình Dương,Tự động hoá,0.0,2.0,2.0,3,3
Bình Dương,Vận tải,5.0,1.0,1.0,6,6
Bình Dương,Vật liệu xây dựng,1.0,0.0,0.0,1,1
Bình Dương,Ô tô,0.0,0.0,1.0,1,1
Bình Dương,Điện/Điện tử,6.0,7.0,20.0,24,24
Bình Phước,Bán lẻ/Bán sỉ,0.0,0.0,1.0,1,1
Bình Phước,Hàng tiêu dùng,3.0,0.0,1.0,4,4
Bình Phước,Ngân hàng,1.0,1.0,0.0,1,1
Bình Phước,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,0.0,1.0,1,1
Bình Phước,Tự động hoá,0.0,1.0,0.0,2,2
Bình Thuận,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1.0,0.0,1.0,1,1
Bình Thuận,Hậu cần/Giao nhận,0.0,0.0,1.0,2,2
Bình Thuận,Kỹ thuật xây dựng/Cơ sở hạ tầng,4.0,0.0,0.0,6,6
Bình Thuận,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,1.0,0.0,0.0,1,1
Bình Thuận,Sản xuất,0.0,0.0,3.0,4,4
Bình Định,Bán lẻ/Bán sỉ,1.0,0.0,0.0,1,1
Bình Định,Bất Động Sản/Cho thuê,1.0,0.0,0.0,1,1
Bình Định,Dược phẩm,1.0,0.0,0.0,2,2
Bình Định,Dịch vụ Y tế/Chăm sóc sức khỏe,5.0,0.0,0.0,8,7
Bình Định,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,3.0,0.0,0.0,4,4
Bình Định,Giáo dục/Đào Tạo,0.0,2.0,0.0,3,3
Bình Định,Hàng tiêu dùng,3.0,0.0,0.0,4,4
Bình Định,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,0.0,0.0,2,2
Bình Định,Ngân hàng,1.0,1.0,0.0,1,1
Bình Định,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,0.0,1.0,1,1
Bình Định,Nội thất/Gỗ,1.0,1.0,1.0,1,1
Bình Định,Sản xuất,5.0,2.0,1.0,6,6
Bình Định,Điện/Điện tử,3.0,0.0,0.0,4,4
Bạc Liêu,Cơ khí/Máy móc/Thiết bị công nghiệp,1.0,0.0,0.0,1,1
Bạc Liêu,Dược phẩm,2.0,0.0,0.0,3,3
Bạc Liêu,Ngân hàng,0.0,0.0,2.0,2,2
Bắc Giang,Bán lẻ/Bán sỉ,0.0,0.0,1.0,1,1
Bắc Giang,Bất Động Sản/Cho thuê,6.0,0.0,0.0,5,5
Bắc Giang,Cung cấp nhân lực,1.0,0.0,0.0,1,1
Bắc Giang,Cơ khí/Máy móc/Thiết bị công nghiệp,1.0,0.0,3.0,4,4
Bắc Giang,Dệt may/May mặc/Giày dép,2.0,0.0,2.0,2,2
Bắc Giang,Dịch vụ Y tế/Chăm sóc sức khỏe,3.0,0.0,0.0,5,5
Bắc Giang,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,0.0,0.0,1.0,1,1
Bắc Giang,Hàng tiêu dùng,0.0,1.0,1.0,1,1
Bắc Giang,Khai khoáng/Dầu khí,1.0,0.0,0.0,1,1
Bắc Giang,Kỹ thuật xây dựng/Cơ sở hạ tầng,2.0,1.0,5.0,8,7
Bắc Giang,Luật/Dịch vụ pháp lý,0.0,1.0,0.0,1,1
Bắc Giang,Ngân hàng,1.0,1.0,0.0,1,1
Bắc Giang,Sản xuất,8.0,6.0,27.0,32,35
Bắc Giang,Tài Chính,1.0,0.0,0.0,2,2
Bắc Giang,Tự động hoá,0.0,1.0,0.0,2,2
Bắc Giang,Ô tô,3.0,0.0,0.0,4,4
Bắc Giang,Điện/Điện tử,4.0,3.0,6.0,7,7
Bắc Ninh,Bao bì/In ấn/Dán nhãn,2.0,2.0,1.0,2,2
Bắc Ninh,Bán lẻ/Bán sỉ,4.0,2.0,1.0,5,5
Bắc Ninh,Bất Động Sản/Cho thuê,6.0,0.0,0.0,5,5
Bắc Ninh,Chuỗi cung ứng,3.0,0.0,0.0,5,5
Bắc Ninh,Cung cấp nhân lực,2.0,0.0,0.0,2,2
Bắc Ninh,Cơ khí/Máy móc/Thiết bị công nghiệp,15.0,1.0,6.0,18,17
Bắc Ninh,Dệt may/May mặc/Giày dép,1.0,0.0,1.0,1,1
Bắc Ninh,Dịch vụ Y tế/Chăm sóc sức khỏe,1.0,1.0,2.0,3,3
Bắc Ninh,Dịch vụ kho bãi,0.0,1.0,0.0,2,2
Bắc Ninh,Dịch vụ môi trường/Chất thải,0.0,1.0,0.0,2,2
Bắc Ninh,Giáo dục/Đào Tạo,3.0,0.0,1.0,5,5
Bắc Ninh,Hoá chất/Hoá sinh,3.0,2.0,0.0,4,4
Bắc Ninh,Hàng tiêu dùng,2.0,1.0,0.0,2,2
Bắc Ninh,Hậu cần/Giao nhận,4.0,0.0,3.0,6,6
Bắc Ninh,Hệ thống CNTT & Thiết bị,1.0,0.0,0.0,2,2
Bắc Ninh,Kế toán/Kiểm toán,3.0,0.0,1.0,3,4
Bắc Ninh,Kỹ thuật xây dựng/Cơ sở hạ tầng,18.0,4.0,5.0,29,27
Bắc Ninh,Luật/Dịch vụ pháp lý,0.0,1.0,0.0,1,1
Bắc Ninh,Ngân hàng,2.0,4.0,3.0,5,5
Bắc Ninh,Nhập khẩu/Xuất khẩu,1.0,0.0,0.0,1,1
Bắc Ninh,Nhựa & Cao su,0.0,1.0,0.0,1,1
Bắc Ninh,Phần Mềm CNTT/Dịch vụ Phần mềm,0.0,1.0,0.0,2,2
Bắc Ninh,Sản xuất,70.0,22.0,42.0,84,83
Bắc Ninh,Sản xuất và Phân phối Điện/Khí đốt/Nước,1.0,0.0,0.0,1,1
Bắc Ninh,Thiết bị y tế,0.0,0.0,1.0,2,2
Bắc Ninh,Truyền thông/Báo chí/Quảng cáo,0.0,0.0,2.0,2,2
Bắc Ninh,Tự động hoá,0.0,1.0,3.0,5,5
Bắc Ninh,Vận tải,1.0,2.0,0.0,2,2
Bắc Ninh,Vật liệu xây dựng,2.0,0.0,1.0,2,2
Bắc Ninh,Ô tô,1.0,0.0,1.0,1,1
Bắc Ninh,Điện/Điện tử,26.0,7.0,11.0,31,31
Bến Tre,Bảo hiểm,0.0,1.0,0.0,1,1
Bến Tre,Hàng tiêu dùng,1.0,0.0,0.0,1,1
Bến Tre,Ngân hàng,1.0,0.0,0.0,1,1
Bến Tre,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,4.0,1.0,0.0,5,5
Bến Tre,Sản xuất,0.0,0.0,2.0,2,2
Cao Bằng,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,0.0,1.0,2,2
Cà Mau,Bất Động Sản/Cho thuê,2.0,0.0,0.0,2,2
Cà Mau,Hoá chất/Hoá sinh,0.0,0.0,2.0,2,2
Cà Mau,Ngân hàng,0.0,1.0,0.0,1,1
Cà Mau,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,0.0,2.0,2,2
Cần Thơ,Bán lẻ/Bán sỉ,0.0,0.0,2.0,2,2
Cần Thơ,Bảo hiểm,0.0,2.0,0.0,2,2
Cần Thơ,Bất Động Sản/Cho thuê,1.0,0.0,0.0,1,1
Cần Thơ,Cơ khí/Máy móc/Thiết bị công nghiệp,1.0,0.0,0.0,1,1
Cần Thơ,Dược phẩm,4.0,0.0,3.0,6,6
Cần Thơ,Dệt may/May mặc/Giày dép,3.0,0.0,1.0,2,2
Cần Thơ,Dịch vụ Y tế/Chăm sóc sức khỏe,0.0,4.0,2.0,6,6
Cần Thơ,Dịch vụ môi trường/Chất thải,1.0,0.0,0.0,2,2
Cần Thơ,Giáo dục/Đào Tạo,3.0,0.0,0.0,5,5
Cần Thơ,Hoá chất/Hoá sinh,0.0,0.0,2.0,2,2
Cần Thơ,Hàng tiêu dùng,2.0,2.0,3.0,4,4
Cần Thơ,Hậu cần/Giao nhận,3.0,0.0,1.0,5,5
Cần Thơ,Khai khoáng/Dầu khí,1.0,0.0,0.0,1,1
Cần Thơ,Kiến trúc/Thiết kế nội thất,0.0,0.0,1.0,1,1
Cần Thơ,Kế toán/Kiểm toán,0.0,0.0,1.0,1,1
Cần Thơ,Ngân hàng,3.0,9.0,3.0,11,11
Cần Thơ,Nội thất/Gỗ,1.0,0.0,0.0,1,1
Cần Thơ,Thời trang/Trang sức,1.0,0.0,0.0,1,1
Cần Thơ,Vật liệu xây dựng,0.0,2.0,0.0,2,2
Cần Thơ,Ô tô,0.0,1.0,0.0,1,1
Gia Lai,Hoá chất/Hoá sinh,0.0,0.0,2.0,2,2
Gia Lai,Hàng tiêu dùng,0.0,0.0,1.0,1,1
Gia Lai,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,1.0,0.0,5.0,6,6
Hà Giang,Dược phẩm,1.0,0.0,0.0,2,2
Hà Giang,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,0.0,1.0,2,2
Hà Nam,Bao bì/In ấn/Dán nhãn,2.0,0.0,1.0,2,2
Hà Nam,Bất Động Sản/Cho thuê,1.0,0.0,2.0,2,2
Hà Nam,Cơ khí/Máy móc/Thiết bị công nghiệp,6.0,0.0,0.0,7,7
Hà Nam,Dệt may/May mặc/Giày dép,2.0,0.0,1.0,2,2
Hà Nam,Dịch vụ Y tế/Chăm sóc sức khỏe,3.0,0.0,0.0,5,5
Hà Nam,Dịch vụ kho bãi,1.0,0.0,0.0,2,2
Hà Nam,Hàng tiêu dùng,10.0,1.0,0.0,12,12
Hà Nam,Hậu cần/Giao nhận,0.0,1.0,0.0,2,2
Hà Nam,Kiến trúc/Thiết kế nội thất,2.0,1.0,0.0,2,2
Hà Nam,Kế toán/Kiểm toán,1.0,0.0,0.0,1,1
Hà Nam,Kỹ thuật xây dựng/Cơ sở hạ tầng,6.0,1.0,5.0,10,9
Hà Nam,Ngân hàng,6.0,1.0,4.0,7,7
Hà Nam,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,1.0,0.0,0.0,1,1
Hà Nam,Phần Mềm CNTT/Dịch vụ Phần mềm,1.0,0.0,0.0,2,2
Hà Nam,Sản xuất,31.0,8.0,8.0,37,39
Hà Nam,Tự động hoá,1.0,0.0,0.0,2,2
Hà Nam,Điện/Điện tử,5.0,0.0,10.0,12,12
Hà Nội,Bao bì/In ấn/Dán nhãn,5.0,2.0,5.0,4,5
Hà Nội,Bán lẻ/Bán sỉ,130.0,54.0,97.0,156,158
Hà Nội,Bảo hiểm,41.0,19.0,21.0,49,52
Hà Nội,Bất Động Sản/Cho thuê,148.0,135.0,75.0,133,176
Hà Nội,Chuỗi cung ứng,10.0,2.0,2.0,16,14
Hà Nội,Chính phủ & NGO,7.0,0.0,3.0,7,9
Hà Nội,Chứng khoán,15.0,18.0,28.0,34,38
Hà Nội,Cung cấp nhân lực,27.0,1.0,5.0,32,33
Hà Nội,Cơ khí/Máy móc/Thiết bị công nghiệp,70.0,36.0,61.0,84,94
Hà Nội,Dược phẩm,45.0,11.0,22.0,72,64
Hà Nội,Dệt may/May mặc/Giày dép,41.0,9.0,12.0,33,51
Hà Nội,Dịch vụ Y tế/Chăm sóc sức khỏe,36.0,19.0,50.0,80,78
Hà Nội,Dịch vụ kho bãi,3.0,1.0,0.0,5,5
Hà Nội,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,101.0,74.0,30.0,121,121
Hà Nội,Dịch vụ môi trường/Chất thải,12.0,4.0,13.0,21,21
Hà Nội,Giáo dục/Đào Tạo,151.0,45.0,84.0,242,184
Hà Nội,Hoá chất/Hoá sinh,31.0,13.0,14.0,37,38
Hà Nội,Hàng tiêu dùng,66.0,21.0,23.0,79,80
Hà Nội,Hậu cần/Giao nhận,52.0,28.0,37.0,83,76
Hà Nội,Hệ thống CNTT & Thiết bị,20.0,21.0,16.0,34,35
Hà Nội,Khai khoáng/Dầu khí,5.0,2.0,5.0,4,5
Hà Nội,Kiến trúc/Thiết kế nội thất,51.0,23.0,25.0,61,60
Hà Nội,Kế toán/Kiểm toán,57.0,20.0,17.0,51,55
Hà Nội,Kỹ thuật xây dựng/Cơ sở hạ tầng,211.0,140.0,193.0,338,317
Hà Nội,Luật/Dịch vụ pháp lý,16.0,9.0,10.0,19,19
Hà Nội,Làm đẹp (Mỹ phẩm) & Chăm sóc cá nhân,19.0,5.0,6.0,23,26
Hà Nội,Nghiên cứu,0.0,3.0,3.0,4,4
Hà Nội,Nghệ thuật/Giải trí,12.0,1.0,0.0,14,14
Hà Nội,Ngân hàng,122.0,80.0,121.0,146,163
Hà Nội,Nhập khẩu/Xuất khẩu,47.0,34.0,21.0,42,45
Hà Nội,Nhựa & Cao su,0.0,3.0,9.0,7,8
Hà Nội,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,10.0,9.0,3.0,12,12
Hà Nội,Nội thất/Gỗ,6.0,6.0,6.0,7,8
Hà Nội,Phần Mềm CNTT/Dịch vụ Phần mềm,82.0,43.0,110.0,176,172
Hà Nội,Sản xuất,186.0,121.0,169.0,223,257
Hà Nội,Sản xuất và Phân phối Điện/Khí đốt/Nước,8.0,0.0,4.0,10,10
Hà Nội,Thiết bị y tế,10.0,4.0,13.0,21,21
Hà Nội,Thú y,0.0,0.0,2.0,2,2
Hà Nội,Thương mại điện tử,16.0,13.0,26.0,42,40
Hà Nội,Thời trang/Trang sức,14.0,21.0,11.0,25,26
Hà Nội,Truyền thông/Báo chí/Quảng cáo,31.0,16.0,34.0,31,86
Hà Nội,Tài Chính,77.0,23.0,37.0,123,110
Hà Nội,Tự động hoá,8.0,8.0,6.0,13,12
Hà Nội,Viễn thông,10.0,12.0,17.0,20,26
Hà Nội,Vận tải,24.0,16.0,20.0,29,33
Hà Nội,Vật liệu xây dựng,14.0,12.0,19.0,23,25
Hà Nội,Ô tô,34.0,15.0,24.0,41,47
Hà Nội,Điện/Điện tử,73.0,36.0,87.0,104,130
Hà Tĩnh,Bán lẻ/Bán sỉ,0.0,1.0,0.0,1,1
Hà Tĩnh,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1.0,0.0,2.0,2,2
Hà Tĩnh,Dịch vụ môi trường/Chất thải,1.0,0.0,0.0,2,2
Hà Tĩnh,Hậu cần/Giao nhận,0.0,2.0,2.0,3,3
Hà Tĩnh,Khai khoáng/Dầu khí,4.0,0.0,0.0,3,4
Hà Tĩnh,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,0.0,2.0,3,3
Hà Tĩnh,Ngân hàng,3.0,0.0,0.0,4,4
Hà Tĩnh,Sản xuất,2.0,0.0,49.0,59,64
Hà Tĩnh,Sản xuất và Phân phối Điện/Khí đốt/Nước,1.0,0.0,0.0,1,1
Hà Tĩnh,Ô tô,1.0,0.0,10.0,12,12
Hòa Bình,Bất Động Sản/Cho thuê,5.0,0.0,0.0,4,4
Hòa Bình,Dệt may/May mặc/Giày dép,2.0,4.0,0.0,3,4
Hòa Bình,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,2.0,1.0,0.0,2,2
Hòa Bình,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,2.0,2.0,3,3
Hòa Bình,Sản xuất,1.0,0.0,0.0,1,1
Hòa Bình,Tự động hoá,0.0,2.0,0.0,3,3
Hưng Yên,Bao bì/In ấn/Dán nhãn,2.0,0.0,2.0,2,2
Hưng Yên,Bán lẻ/Bán sỉ,3.0,3.0,0.0,4,4
Hưng Yên,Bất Động Sản/Cho thuê,8.0,2.0,0.0,7,9
Hưng Yên,Cơ khí/Máy móc/Thiết bị công nghiệp,6.0,3.0,4.0,7,7
Hưng Yên,Dược phẩm,1.0,0.0,0.0,2,2
Hưng Yên,Dệt may/May mặc/Giày dép,9.0,1.0,0.0,7,9
Hưng Yên,Dịch vụ Y tế/Chăm sóc sức khỏe,0.0,2.0,0.0,3,3
Hưng Yên,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,3.0,0.0,0.0,4,4
Hưng Yên,Giáo dục/Đào Tạo,11.0,0.0,0.0,18,16
Hưng Yên,Hoá chất/Hoá sinh,0.0,1.0,0.0,1,1
Hưng Yên,Hàng tiêu dùng,16.0,11.0,0.0,19,19
Hưng Yên,Hậu cần/Giao nhận,3.0,0.0,2.0,5,5
Hưng Yên,Hệ thống CNTT & Thiết bị,0.0,0.0,5.0,8,7
Hưng Yên,Kiến trúc/Thiết kế nội thất,1.0,0.0,4.0,5,5
Hưng Yên,Kế toán/Kiểm toán,8.0,1.0,1.0,7,9
Hưng Yên,Kỹ thuật xây dựng/Cơ sở hạ tầng,28.0,5.0,10.0,45,42
Hưng Yên,Ngân hàng,3.0,1.0,0.0,4,4
Hưng Yên,Nhập khẩu/Xuất khẩu,3.0,0.0,3.0,3,5
Hưng Yên,Nhựa & Cao su,2.0,0.0,0.0,2,2
Hưng Yên,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,1.0,0.0,1,1
Hưng Yên,Nội thất/Gỗ,0.0,0.0,2.0,2,2
Hưng Yên,Sản xuất,76.0,43.0,50.0,91,97
Hưng Yên,Thú y,0.0,0.0,2.0,2,2
Hưng Yên,Tài Chính,2.0,0.0,0.0,3,3
Hưng Yên,Tự động hoá,2.0,0.0,0.0,3,3
Hưng Yên,Vận tải,1.0,0.0,2.0,2,2
Hưng Yên,Vật liệu xây dựng,1.0,0.0,0.0,1,1
Hưng Yên,Ô tô,0.0,0.0,2.0,2,2
Hưng Yên,Điện/Điện tử,21.0,2.0,6.0,25,25
Hải Dương,Bán lẻ/Bán sỉ,1.0,0.0,0.0,1,1
Hải Dương,Dệt may/May mặc/Giày dép,12.0,2.0,0.0,10,11
Hải Dương,Dịch vụ Y tế/Chăm sóc sức khỏe,0.0,3.0,0.0,5,5
Hải Dương,Dịch vụ môi trường/Chất thải,0.0,1.0,1.0,2,2
Hải Dương,Giáo dục/Đào Tạo,1.0,0.0,0.0,2,2
Hải Dương,Hoá chất/Hoá sinh,0.0,1.0,0.0,1,1
Hải Dương,Hàng tiêu dùng,2.0,0.0,0.0,2,2
Hải Dương,Hậu cần/Giao nhận,2.0,0.0,2.0,3,3
Hải Dương,Kiến trúc/Thiết kế nội thất,2.0,0.0,0.0,2,2
Hải Dương,Kế toán/Kiểm toán,1.0,0.0,0.0,1,1
