workingLocations,job_major,January,February,March,April_Prediction,April_Model_Prediction
Hải Dương,Kỹ thuật xây dựng/Cơ sở hạ tầng,10.0,0.0,6.0,16,15
Hải Dương,Ngân hàng,2.0,0.0,2.0,2,2
Hải Dương,Nhựa & Cao su,1.0,0.0,0.0,1,1
Hải Dương,Phần Mềm CNTT/Dịch vụ Phần mềm,2.0,0.0,1.0,3,3
Hải Dương,Sản xuất,33.0,31.0,41.0,49,58
Hải Dương,Vận tải,1.0,0.0,0.0,1,1
Hải Dương,Ô tô,1.0,3.0,12.0,14,16
Hải Dương,Điện/Điện tử,16.0,1.0,8.0,19,18
Hải Phòng,Bán lẻ/Bán sỉ,17.0,2.0,0.0,20,19
Hải Phòng,Bất Động Sản/Cho thuê,2.0,6.0,3.0,5,6
Hải Phòng,Chuỗi cung ứng,0.0,0.0,5.0,8,6
Hải Phòng,Chứng khoán,1.0,1.0,0.0,1,1
Hải Phòng,Cung cấp nhân lực,3.0,0.0,0.0,4,4
Hải Phòng,Cơ khí/Máy móc/Thiết bị công nghiệp,6.0,2.0,1.0,7,7
Hải Phòng,Dược phẩm,1.0,0.0,0.0,2,2
Hải Phòng,Dệt may/May mặc/Giày dép,8.0,0.0,1.0,6,7
Hải Phòng,Dịch vụ Y tế/Chăm sóc sức khỏe,2.0,1.0,1.0,3,3
Hải Phòng,Dịch vụ kho bãi,7.0,0.0,0.0,11,10
Hải Phòng,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,0.0,2.0,1.0,2,2
Hải Phòng,Dịch vụ môi trường/Chất thải,2.0,0.0,0.0,3,3
Hải Phòng,Giáo dục/Đào Tạo,7.0,0.0,3.0,11,9
Hải Phòng,Hoá chất/Hoá sinh,2.0,1.0,0.0,2,2
Hải Phòng,Hàng tiêu dùng,3.0,2.0,0.0,4,4
Hải Phòng,Hậu cần/Giao nhận,22.0,7.0,12.0,35,32
Hải Phòng,Hệ thống CNTT & Thiết bị,3.0,0.0,1.0,5,5
Hải Phòng,Kế toán/Kiểm toán,7.0,0.0,2.0,6,8
Hải Phòng,Kỹ thuật xây dựng/Cơ sở hạ tầng,30.0,2.0,6.0,48,43
Hải Phòng,Luật/Dịch vụ pháp lý,2.0,0.0,0.0,2,2
Hải Phòng,Ngân hàng,1.0,2.0,5.0,6,7
Hải Phòng,Nhập khẩu/Xuất khẩu,5.0,3.0,0.0,4,5
Hải Phòng,Nhựa & Cao su,1.0,1.0,0.0,1,1
Hải Phòng,Phần Mềm CNTT/Dịch vụ Phần mềm,2.0,1.0,2.0,3,3
Hải Phòng,Sản xuất,48.0,19.0,26.0,58,57
Hải Phòng,Thiết bị y tế,0.0,1.0,0.0,2,2
Hải Phòng,Thương mại điện tử,0.0,0.0,1.0,2,2
Hải Phòng,Tài Chính,1.0,0.0,0.0,2,2
Hải Phòng,Tự động hoá,0.0,0.0,1.0,2,2
Hải Phòng,Vận tải,10.0,1.0,0.0,12,12
Hải Phòng,Vật liệu xây dựng,20.0,3.0,0.0,24,24
Hải Phòng,Ô tô,1.0,2.0,17.0,20,21
Hải Phòng,Điện/Điện tử,11.0,5.0,18.0,22,23
Hậu Giang,Chuỗi cung ứng,2.0,0.0,0.0,3,3
Hậu Giang,Hàng tiêu dùng,1.0,1.0,2.0,2,2
Hậu Giang,Kỹ thuật xây dựng/Cơ sở hạ tầng,5.0,0.0,0.0,8,7
Hậu Giang,Ngân hàng,1.0,0.0,0.0,1,1
Hồ Chí Minh,Bao bì/In ấn/Dán nhãn,26.0,3.0,17.0,21,26
Hồ Chí Minh,Bán lẻ/Bán sỉ,215.0,62.0,86.0,258,280
Hồ Chí Minh,Bảo hiểm,44.0,20.0,15.0,53,52
Hồ Chí Minh,Bất Động Sản/Cho thuê,153.0,25.0,56.0,138,163
Hồ Chí Minh,Chuỗi cung ứng,11.0,4.0,8.0,18,17
Hồ Chí Minh,Chính phủ & NGO,0.0,0.0,2.0,2,2
Hồ Chí Minh,Chứng khoán,50.0,9.0,14.0,60,56
Hồ Chí Minh,Cung cấp nhân lực,13.0,2.0,6.0,16,15
Hồ Chí Minh,Cơ khí/Máy móc/Thiết bị công nghiệp,50.0,30.0,40.0,60,66
Hồ Chí Minh,Dược phẩm,43.0,11.0,10.0,69,46
Hồ Chí Minh,Dệt may/May mặc/Giày dép,75.0,20.0,32.0,60,87
Hồ Chí Minh,Dịch vụ Y tế/Chăm sóc sức khỏe,85.0,29.0,35.0,136,127
Hồ Chí Minh,Dịch vụ kho bãi,5.0,14.0,2.0,22,20
Hồ Chí Minh,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,92.0,26.0,6.0,110,52
Hồ Chí Minh,Dịch vụ môi trường/Chất thải,9.0,2.0,5.0,14,13
Hồ Chí Minh,Giáo dục/Đào Tạo,190.0,40.0,58.0,304,258
Hồ Chí Minh,Hoá chất/Hoá sinh,43.0,14.0,11.0,52,52
Hồ Chí Minh,Hàng tiêu dùng,154.0,30.0,69.0,185,183
Hồ Chí Minh,Hậu cần/Giao nhận,93.0,26.0,80.0,149,149
Hồ Chí Minh,Hệ thống CNTT & Thiết bị,20.0,23.0,15.0,37,37
Hồ Chí Minh,Khai khoáng/Dầu khí,18.0,7.0,5.0,14,25
Hồ Chí Minh,Kiến trúc/Thiết kế nội thất,116.0,20.0,17.0,139,123
Hồ Chí Minh,Kế toán/Kiểm toán,61.0,26.0,25.0,55,59
Hồ Chí Minh,Kỹ thuật xây dựng/Cơ sở hạ tầng,237.0,36.0,30.0,379,276
Hồ Chí Minh,Luật/Dịch vụ pháp lý,47.0,15.0,15.0,56,53
Hồ Chí Minh,Làm đẹp (Mỹ phẩm) & Chăm sóc cá nhân,34.0,10.0,7.0,41,40
Hồ Chí Minh,Nghiên cứu,4.0,6.0,1.0,7,6
Hồ Chí Minh,Nghệ thuật/Giải trí,9.0,2.0,1.0,11,11
Hồ Chí Minh,Ngân hàng,112.0,48.0,68.0,134,136
Hồ Chí Minh,Nhập khẩu/Xuất khẩu,51.0,33.0,18.0,46,48
Hồ Chí Minh,Nhựa & Cao su,5.0,1.0,10.0,8,12
Hồ Chí Minh,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,83.0,4.0,11.0,100,89
Hồ Chí Minh,Nội thất/Gỗ,27.0,11.0,15.0,32,32
Hồ Chí Minh,Phần Mềm CNTT/Dịch vụ Phần mềm,146.0,51.0,114.0,234,206
Hồ Chí Minh,Sản xuất,140.0,46.0,69.0,168,165
Hồ Chí Minh,Sản xuất và Phân phối Điện/Khí đốt/Nước,5.0,1.0,1.0,6,6
Hồ Chí Minh,Thiết bị y tế,6.0,2.0,10.0,16,15
Hồ Chí Minh,Thú y,4.0,0.0,0.0,5,5
Hồ Chí Minh,Thương mại điện tử,68.0,16.0,16.0,109,97
Hồ Chí Minh,Thời trang/Trang sức,23.0,8.0,7.0,28,27
Hồ Chí Minh,Truyền thông/Báo chí/Quảng cáo,74.0,25.0,28.0,67,79
Hồ Chí Minh,Tài Chính,89.0,39.0,44.0,142,128
Hồ Chí Minh,Tự động hoá,4.0,3.0,6.0,10,9
Hồ Chí Minh,Viễn thông,6.0,6.0,4.0,7,7
Hồ Chí Minh,Vận tải,46.0,12.0,25.0,55,57
Hồ Chí Minh,Vật liệu xây dựng,13.0,9.0,10.0,16,17
Hồ Chí Minh,Ô tô,49.0,5.0,22.0,59,58
Hồ Chí Minh,Điện/Điện tử,63.0,26.0,48.0,76,80
Khánh Hòa,Bán lẻ/Bán sỉ,4.0,1.0,0.0,5,5
Khánh Hòa,Bảo hiểm,0.0,1.0,0.0,1,1
Khánh Hòa,Bất Động Sản/Cho thuê,2.0,0.0,1.0,2,2
Khánh Hòa,Dệt may/May mặc/Giày dép,4.0,0.0,0.0,3,3
Khánh Hòa,Dịch vụ Y tế/Chăm sóc sức khỏe,1.0,1.0,0.0,2,2
Khánh Hòa,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,4.0,3.0,0.0,5,5
Khánh Hòa,Hoá chất/Hoá sinh,0.0,1.0,0.0,1,1
Khánh Hòa,Hàng tiêu dùng,2.0,0.0,0.0,2,2
Khánh Hòa,Hệ thống CNTT & Thiết bị,0.0,1.0,0.0,2,2
Khánh Hòa,Khai khoáng/Dầu khí,0.0,1.0,0.0,1,1
Khánh Hòa,Ngân hàng,3.0,1.0,0.0,4,4
Khánh Hòa,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,2.0,0.0,0.0,2,2
Khánh Hòa,Sản xuất,1.0,0.0,0.0,1,1
Khánh Hòa,Tài Chính,1.0,0.0,0.0,2,2
Khánh Hòa,Vận tải,0.0,0.0,1.0,1,1
Khánh Hòa,Điện/Điện tử,3.0,0.0,0.0,4,4
Kiên Giang,Bán lẻ/Bán sỉ,0.0,1.0,0.0,1,1
Kiên Giang,Bảo hiểm,0.0,1.0,0.0,1,1
Kiên Giang,Bất Động Sản/Cho thuê,5.0,2.0,1.0,4,4
Kiên Giang,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,2.0,1.0,1.0,2,2
Kiên Giang,Dịch vụ môi trường/Chất thải,1.0,0.0,0.0,2,2
Kiên Giang,Giáo dục/Đào Tạo,1.0,0.0,0.0,2,2
Kiên Giang,Hàng tiêu dùng,1.0,0.0,1.0,1,1
Kiên Giang,Kỹ thuật xây dựng/Cơ sở hạ tầng,2.0,0.0,0.0,3,3
Kiên Giang,Vận tải,0.0,0.0,1.0,1,1
Kon Tum,Vật liệu xây dựng,1.0,0.0,0.0,1,1
Lai Châu,Dược phẩm,1.0,0.0,0.0,2,2
Lai Châu,Truyền thông/Báo chí/Quảng cáo,0.0,1.0,0.0,1,1
Long An,Bao bì/In ấn/Dán nhãn,10.0,1.0,0.0,8,10
Long An,Bán lẻ/Bán sỉ,4.0,0.0,1.0,5,5
Long An,Bất Động Sản/Cho thuê,1.0,0.0,0.0,1,1
Long An,Cơ khí/Máy móc/Thiết bị công nghiệp,8.0,1.0,2.0,10,10
Long An,Dệt may/May mặc/Giày dép,5.0,5.0,1.0,4,5
Long An,Dịch vụ Y tế/Chăm sóc sức khỏe,1.0,0.0,0.0,2,2
Long An,Dịch vụ kho bãi,0.0,1.0,0.0,2,2
Long An,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1.0,0.0,1.0,1,1
Long An,Giáo dục/Đào Tạo,5.0,0.0,0.0,8,7
Long An,Hoá chất/Hoá sinh,0.0,0.0,1.0,1,1
Long An,Hàng tiêu dùng,6.0,3.0,1.0,7,7
Long An,Hậu cần/Giao nhận,0.0,0.0,1.0,2,2
Long An,Kiến trúc/Thiết kế nội thất,0.0,0.0,1.0,1,1
Long An,Kỹ thuật xây dựng/Cơ sở hạ tầng,2.0,1.0,1.0,3,3
Long An,Luật/Dịch vụ pháp lý,3.0,0.0,0.0,4,4
Long An,Làm đẹp (Mỹ phẩm) & Chăm sóc cá nhân,0.0,0.0,2.0,2,2
Long An,Ngân hàng,0.0,1.0,2.0,2,2
Long An,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,8.0,1.0,2.0,10,10
Long An,Nội thất/Gỗ,0.0,1.0,0.0,1,1
Long An,Sản xuất,19.0,3.0,10.0,23,23
Long An,Tài Chính,3.0,0.0,2.0,5,5
Long An,Tự động hoá,0.0,1.0,0.0,2,2
Long An,Vật liệu xây dựng,0.0,0.0,1.0,1,1
Long An,Điện/Điện tử,3.0,0.0,1.0,4,4
Lào Cai,Dược phẩm,1.0,0.0,0.0,2,2
Lào Cai,Kỹ thuật xây dựng/Cơ sở hạ tầng,3.0,1.0,0.0,5,5
Lào Cai,Ngân hàng,0.0,2.0,0.0,2,2
Lâm Đồng,Bảo hiểm,0.0,1.0,0.0,1,1
Lâm Đồng,Dược phẩm,2.0,0.0,0.0,3,3
Lâm Đồng,Dệt may/May mặc/Giày dép,1.0,0.0,0.0,1,1
Lâm Đồng,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1.0,0.0,0.0,1,1
Lâm Đồng,Giáo dục/Đào Tạo,0.0,0.0,1.0,2,2
Lâm Đồng,Hàng tiêu dùng,3.0,0.0,1.0,4,4
Lâm Đồng,Hậu cần/Giao nhận,0.0,0.0,1.0,2,2
Lâm Đồng,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,0.0,0.0,2,2
Lâm Đồng,Ngân hàng,0.0,1.0,3.0,4,4
Lâm Đồng,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,1.0,3.0,4,4
Lâm Đồng,Sản xuất,0.0,0.0,2.0,2,2
Lâm Đồng,Vật liệu xây dựng,0.0,2.0,0.0,2,2
Lâm Đồng,Ô tô,1.0,0.0,0.0,1,1
Lạng Sơn,Bất Động Sản/Cho thuê,1.0,0.0,0.0,1,1
Lạng Sơn,Kiến trúc/Thiết kế nội thất,1.0,0.0,0.0,1,1
Lạng Sơn,Ngân hàng,1.0,0.0,0.0,1,1
Lạng Sơn,Nhập khẩu/Xuất khẩu,2.0,0.0,0.0,2,2
Lạng Sơn,Vận tải,2.0,0.0,0.0,2,2
Nam Định,Bao bì/In ấn/Dán nhãn,1.0,0.0,0.0,1,1
Nam Định,Dệt may/May mặc/Giày dép,2.0,2.0,4.0,3,4
Nam Định,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,0.0,0.0,2,2
Nam Định,Luật/Dịch vụ pháp lý,3.0,0.0,0.0,4,4
Nam Định,Ngân hàng,2.0,0.0,0.0,2,2
Nam Định,Phần Mềm CNTT/Dịch vụ Phần mềm,1.0,0.0,0.0,2,2
Nam Định,Sản xuất,8.0,0.0,0.0,10,10
Nam Định,Điện/Điện tử,0.0,0.0,1.0,1,1
Nghệ An,Bán lẻ/Bán sỉ,0.0,2.0,0.0,2,2
Nghệ An,Bất Động Sản/Cho thuê,2.0,0.0,0.0,2,2
Nghệ An,Cơ khí/Máy móc/Thiết bị công nghiệp,1.0,0.0,0.0,1,1
Nghệ An,Dịch vụ Y tế/Chăm sóc sức khỏe,1.0,0.0,0.0,2,2
Nghệ An,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,0.0,0.0,2.0,2,2
Nghệ An,Dịch vụ môi trường/Chất thải,1.0,0.0,0.0,2,2
Nghệ An,Giáo dục/Đào Tạo,1.0,0.0,0.0,2,2
Nghệ An,Hàng tiêu dùng,1.0,0.0,0.0,1,1
Nghệ An,Hậu cần/Giao nhận,1.0,0.0,0.0,2,2
Nghệ An,Khai khoáng/Dầu khí,3.0,0.0,0.0,2,4
Nghệ An,Kiến trúc/Thiết kế nội thất,2.0,1.0,0.0,2,2
Nghệ An,Kế toán/Kiểm toán,2.0,0.0,0.0,2,2
Nghệ An,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,1.0,4.0,6,5
Nghệ An,Ngân hàng,2.0,4.0,2.0,5,5
Nghệ An,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,2.0,0.0,0.0,2,2
Nghệ An,Sản xuất,1.0,0.0,2.0,2,2
Nghệ An,Sản xuất và Phân phối Điện/Khí đốt/Nước,1.0,0.0,0.0,1,1
Nghệ An,Thương mại điện tử,0.0,0.0,1.0,2,2
Nghệ An,Thời trang/Trang sức,1.0,0.0,0.0,1,1
Nghệ An,Tự động hoá,0.0,0.0,1.0,2,2
Nghệ An,Vận tải,0.0,1.0,1.0,1,1
Nghệ An,Ô tô,0.0,0.0,4.0,5,5
Ninh Bình,Bán lẻ/Bán sỉ,0.0,1.0,0.0,1,1
Ninh Bình,Chính phủ & NGO,0.0,0.0,1.0,1,1
Ninh Bình,Dệt may/May mặc/Giày dép,1.0,0.0,0.0,1,1
Ninh Bình,Dịch vụ kho bãi,0.0,0.0,1.0,2,2
Ninh Bình,Ngân hàng,1.0,0.0,0.0,1,1
Ninh Bình,Vận tải,0.0,2.0,1.0,2,2
Ninh Bình,Ô tô,0.0,1.0,0.0,1,1
Ninh Thuận,Bất Động Sản/Cho thuê,1.0,0.0,0.0,1,1
Ninh Thuận,Dệt may/May mặc/Giày dép,4.0,0.0,0.0,3,3
Ninh Thuận,Dịch vụ Y tế/Chăm sóc sức khỏe,0.0,0.0,1.0,2,2
Ninh Thuận,Sản xuất và Phân phối Điện/Khí đốt/Nước,0.0,0.0,2.0,2,2
Phú Thọ,Bất Động Sản/Cho thuê,2.0,0.0,0.0,2,2
Phú Thọ,Cơ khí/Máy móc/Thiết bị công nghiệp,1.0,0.0,0.0,1,1
Phú Thọ,Dệt may/May mặc/Giày dép,2.0,0.0,0.0,2,2
Phú Thọ,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,0.0,0.0,2,2
Phú Thọ,Ngân hàng,1.0,4.0,0.0,5,5
Phú Thọ,Nhập khẩu/Xuất khẩu,2.0,0.0,0.0,2,2
Phú Thọ,Nhựa & Cao su,0.0,0.0,1.0,1,1
Phú Thọ,Sản xuất,2.0,0.0,0.0,2,2
Phú Yên,Bán lẻ/Bán sỉ,4.0,0.0,0.0,5,5
Phú Yên,Dược phẩm,1.0,0.0,0.0,2,2
Phú Yên,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,2.0,0.0,0.0,2,2
Phú Yên,Kỹ thuật xây dựng/Cơ sở hạ tầng,2.0,0.0,0.0,3,3
Phú Yên,Sản xuất,6.0,0.0,0.0,7,7
Phú Yên,Điện/Điện tử,4.0,0.0,1.0,5,5
Quảng Bình,Dịch vụ Y tế/Chăm sóc sức khỏe,1.0,0.0,0.0,2,2
Quảng Bình,Kỹ thuật xây dựng/Cơ sở hạ tầng,5.0,0.0,0.0,8,8
Quảng Bình,Ngân hàng,1.0,0.0,0.0,1,1
Quảng Bình,Sản xuất,1.0,2.0,0.0,2,2
Quảng Bình,Sản xuất và Phân phối Điện/Khí đốt/Nước,1.0,0.0,0.0,1,1
Quảng Nam,Bán lẻ/Bán sỉ,1.0,0.0,0.0,1,1
Quảng Nam,Bất Động Sản/Cho thuê,0.0,0.0,2.0,2,2
Quảng Nam,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,1.0,0.0,1,1
Quảng Nam,Dệt may/May mặc/Giày dép,8.0,3.0,0.0,6,7
Quảng Nam,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,0.0,2.0,0.0,2,2
Quảng Nam,Hàng tiêu dùng,2.0,0.0,0.0,2,2
Quảng Nam,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,0.0,1.0,2,2
Quảng Nam,Ngân hàng,1.0,0.0,0.0,1,1
Quảng Nam,Phần Mềm CNTT/Dịch vụ Phần mềm,0.0,1.0,0.0,2,2
Quảng Nam,Sản xuất,10.0,3.0,5.0,12,12
Quảng Nam,Ô tô,0.0,1.0,2.0,2,2
Quảng Ngãi,Bảo hiểm,1.0,0.0,0.0,1,1
Quảng Ngãi,Dệt may/May mặc/Giày dép,0.0,1.0,0.0,1,1
Quảng Ngãi,Giáo dục/Đào Tạo,1.0,0.0,0.0,2,2
Quảng Ngãi,Hàng tiêu dùng,5.0,0.0,2.0,6,6
Quảng Ngãi,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,0.0,0.0,2,2
Quảng Ngãi,Phần Mềm CNTT/Dịch vụ Phần mềm,0.0,0.0,2.0,3,2
Quảng Ngãi,Sản xuất,7.0,5.0,0.0,8,8
Quảng Ngãi,Thiết bị y tế,1.0,0.0,0.0,2,2
Quảng Ninh,Bán lẻ/Bán sỉ,1.0,1.0,1.0,1,1
Quảng Ninh,Bảo hiểm,0.0,0.0,3.0,4,4
Quảng Ninh,Bất Động Sản/Cho thuê,5.0,0.0,1.0,4,4
Quảng Ninh,Cung cấp nhân lực,0.0,0.0,1.0,1,1
Quảng Ninh,Cơ khí/Máy móc/Thiết bị công nghiệp,1.0,0.0,1.0,1,1
Quảng Ninh,Dược phẩm,2.0,0.0,1.0,3,3
Quảng Ninh,Dịch vụ Y tế/Chăm sóc sức khỏe,2.0,0.0,1.0,3,3
Quảng Ninh,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,2.0,0.0,0.0,2,2
Quảng Ninh,Dịch vụ môi trường/Chất thải,2.0,0.0,0.0,3,3
Quảng Ninh,Giáo dục/Đào Tạo,0.0,0.0,1.0,2,2
Quảng Ninh,Hậu cần/Giao nhận,0.0,1.0,0.0,2,2
Quảng Ninh,Hệ thống CNTT & Thiết bị,2.0,0.0,0.0,3,2
Quảng Ninh,Kỹ thuật xây dựng/Cơ sở hạ tầng,4.0,2.0,4.0,6,6
Quảng Ninh,Ngân hàng,4.0,4.0,0.0,5,5
Quảng Ninh,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,0.0,1.0,1,1
Quảng Ninh,Sản xuất,1.0,5.0,8.0,10,10
Quảng Ninh,Tài Chính,0.0,1.0,0.0,2,2
Quảng Ninh,Tự động hoá,0.0,0.0,1.0,2,2
Quảng Ninh,Vận tải,0.0,4.0,0.0,5,5
Quảng Ninh,Ô tô,2.0,1.0,0.0,2,2
Quảng Ninh,Điện/Điện tử,5.0,1.0,3.0,6,6
Quảng Trị,Dệt may/May mặc/Giày dép,1.0,0.0,0.0,1,1
Quảng Trị,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,0.0,0.0,2,2
Quảng Trị,Sản xuất và Phân phối Điện/Khí đốt/Nước,0.0,2.0,0.0,2,2
Sóc Trăng,Bất Động Sản/Cho thuê,2.0,0.0,0.0,2,2
Sóc Trăng,Dược phẩm,2.0,0.0,0.0,3,3
Sóc Trăng,Dệt may/May mặc/Giày dép,2.0,0.0,0.0,2,2
Sóc Trăng,Hàng tiêu dùng,0.0,0.0,1.0,1,1
Sóc Trăng,Ngân hàng,0.0,0.0,1.0,1,1
Sóc Trăng,Sản xuất,3.0,0.0,0.0,4,4
Sóc Trăng,Sản xuất và Phân phối Điện/Khí đốt/Nước,0.0,0.0,4.0,5,5
Sơn La,Dược phẩm,1.0,0.0,0.0,2,2
Sơn La,Ngân hàng,1.0,0.0,0.0,1,1
Thanh Hóa,Bất Động Sản/Cho thuê,0.0,2.0,0.0,2,2
Thanh Hóa,Chính phủ & NGO,9.0,0.0,0.0,9,11
Thanh Hóa,Dược phẩm,2.0,0.0,0.0,3,3
Thanh Hóa,Dệt may/May mặc/Giày dép,3.0,0.0,0.0,2,2
Thanh Hóa,Dịch vụ Y tế/Chăm sóc sức khỏe,2.0,0.0,0.0,3,3
Thanh Hóa,Giáo dục/Đào Tạo,0.0,0.0,1.0,2,2
Thanh Hóa,Hoá chất/Hoá sinh,1.0,0.0,0.0,1,1
Thanh Hóa,Hàng tiêu dùng,1.0,1.0,2.0,2,2
Thanh Hóa,Khai khoáng/Dầu khí,3.0,0.0,3.0,2,5
Thanh Hóa,Kỹ thuật xây dựng/Cơ sở hạ tầng,3.0,0.0,1.0,5,5
Thanh Hóa,Ngân hàng,3.0,0.0,0.0,4,4
Thanh Hóa,Sản xuất,2.0,6.0,4.0,7,7
Thanh Hóa,Thiết bị y tế,2.0,0.0,0.0,3,3
Thanh Hóa,Thương mại điện tử,0.0,0.0,1.0,2,2
Thanh Hóa,Điện/Điện tử,0.0,0.0,5.0,6,6
Thái Bình,Bất Động Sản/Cho thuê,1.0,1.0,2.0,2,2
Thái Bình,Dệt may/May mặc/Giày dép,3.0,0.0,0.0,2,2
Thái Bình,Giáo dục/Đào Tạo,1.0,0.0,0.0,2,2
Thái Bình,Hàng tiêu dùng,0.0,0.0,1.0,1,1
Thái Bình,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,0.0,4.0,6,6
Thái Bình,Luật/Dịch vụ pháp lý,3.0,0.0,0.0,4,4
